,time,lon,lat,no2,o3,so2,pm2.5,pm10,co
67464,29,28.75,51.25,1.8853020668029783,56.89850870768229,0.6647141377131144,8.442254384358725,11.432488759358725,201.13240559895837
67465,30,28.75,51.25,1.650342623392741,68.96973673502605,0.8280856609344482,10.15264129638672,13.711799621582031,196.701904296875
67466,31,28.75,51.25,2.361986955006917,50.52242024739584,1.335934321085612,12.69141133626302,16.252835591634113,210.45404052734372
67467,32,28.75,51.25,1.5154787699381511,66.98735046386719,1.7453327178955078,12.547093709309896,16.777567545572918,184.6821492513021
67468,33,28.75,51.25,1.166124264399211,68.80920918782552,0.508249560991923,4.7508087158203125,5.890653610229492,168.94174194335938
67469,34,28.75,51.25,1.1635610262552898,62.00601196289063,0.5579175551732382,3.949599583943685,5.3867448170979815,165.11517333984375
67470,35,28.75,51.25,1.066745122273763,60.18617248535156,0.3158137996991475,3.535247166951497,4.209847450256348,162.99883015950522
67471,36,28.75,51.25,1.2821354866027832,66.27842203776042,1.2939276695251465,5.1429494222005205,6.492237726847331,159.6414591471354
67472,37,28.75,51.25,1.7446430524190266,66.54655456542969,0.8171961307525635,5.780145009358724,6.925814310709636,186.08479817708331
67473,38,28.75,51.25,1.4070189793904622,63.024251302083336,0.7768245538075765,4.968564033508301,5.861107508341472,176.40875244140625
67474,39,28.75,51.25,3.4325952529907227,62.39547220865885,1.52542241414388,8.619224548339844,10.429237365722656,197.45955403645837
67475,40,28.75,51.25,2.9063380559285483,57.06666056315104,1.2020781834920249,9.038320541381836,10.35319964090983,197.06439208984372
67476,41,28.75,51.25,2.388062636057536,68.84989929199219,1.2373642921447754,10.823382059733072,13.188489278157553,203.18314615885416
67477,42,28.75,51.25,1.913553237915039,72.34616088867188,1.2238901456197102,10.887589772542318,13.641788482666016,197.2691446940104
67478,43,28.75,51.25,1.733173370361328,65.95469156901042,0.91286039352417,9.780291875203451,12.121381123860678,173.74784342447916
67479,44,28.75,51.25,2.140899340311686,51.30986531575521,1.0904723803202312,14.77373504638672,18.05044937133789,187.1974080403646
67480,45,28.75,51.25,2.562042554219564,56.167022705078125,1.4237521489461262,13.27737045288086,15.364606221516928,187.90767415364584
67481,46,28.75,51.25,2.280736764272054,52.25579325358073,1.1392052173614502,8.4664675394694,8.8826904296875,188.162353515625
67482,47,28.75,51.25,3.817519505818685,41.06213633219401,0.5170424779256185,5.125349998474121,5.561059315999349,196.72701009114584
67483,48,28.75,51.25,2.7864227294921875,45.29619344075521,0.5435452063878378,6.010931015014648,6.661771774291992,199.89847819010416
67484,49,28.75,51.25,1.2399546305338542,62.28519185384115,0.527192751566569,6.2134348551432295,7.200974146525065,187.3314005533854
67485,50,28.75,51.25,1.4408413569132488,59.47952779134115,0.7052194277445475,8.325518290201822,9.557777404785156,204.9942423502604
67486,51,28.75,51.25,1.6562914848327637,55.45954895019531,0.6898955504099528,6.6084639231363935,6.8843536376953125,190.9212646484375
67487,52,28.75,51.25,1.1500420570373535,64.49533081054688,0.6099274953206381,6.896473566691081,7.482434590657552,184.33174641927084
67488,53,28.75,51.25,1.497797966003418,76.48404947916667,2.275643825531006,12.061256408691406,13.455153147379557,229.2888590494792
67489,54,28.75,51.25,1.264053185780843,70.5947977701823,1.162549575169881,4.782336235046387,6.5508677164713545,165.72726440429688
67490,55,28.75,51.25,0.940853993097941,67.71082051595052,0.7254861195882162,2.785178820292155,3.753263791402181,145.2096964518229
67491,56,28.75,51.25,1.033458232879639,66.96885172526042,0.8241051832834879,3.374969482421875,4.878435134887695,154.90072631835938
67492,57,28.75,51.25,0.923407236735026,64.03926086425781,0.7078971068064371,3.4267120361328125,3.778703371683757,150.61092122395834
67493,58,28.75,51.25,1.0554307301839192,64.01838684082031,0.7775275707244873,3.8663209279378257,4.497026443481445,162.87242635091147
67494,59,28.75,51.25,1.1456104914347331,67.6452128092448,0.6968184312184652,5.461959838867188,7.553124109903972,171.81884765625
67495,60,28.75,51.25,1.363845984141032,75.59197998046875,2.212153593699137,10.28714688618978,12.56793467203776,170.5904541015625
67496,61,28.75,51.25,1.621555010477702,65.9634501139323,0.8850749333699545,10.87213897705078,12.41303253173828,170.9205322265625
67497,62,28.75,51.25,1.2974228858947754,81.34071350097656,1.2353031635284424,11.144915262858072,13.37533696492513,182.4719441731771
67498,63,28.75,51.25,1.2685815493265789,69.91986592610677,0.6180073420206705,8.719303131103516,10.880701700846354,144.27820841471353
67499,64,28.75,51.25,1.3159117698669434,77.57766215006511,0.8909441630045573,3.045339266459147,3.2951380411783853,174.07366943359375
67500,65,28.75,51.25,1.6863055229187012,77.60328674316406,1.1991912523905437,5.255136489868164,6.229427337646484,162.7829793294271
67501,66,28.75,51.25,1.5112818082173665,82.31663004557292,0.8962275981903076,6.050392786661784,6.943721771240234,158.5255126953125
67502,67,28.75,51.25,1.4526817003885906,78.86003112792969,1.273861010869344,4.045427958170573,5.012285868326823,164.71586100260416
67503,68,28.75,51.25,1.8659149805704756,66.14693705240886,1.0505050818125408,5.492573420206706,6.408652623494466,153.88532511393228
67504,69,28.75,51.25,1.526148796081543,67.16055297851562,0.5976395606994629,3.558544476826986,3.7894770304361978,164.57421875
67505,70,28.75,51.25,1.0515484809875488,68.00044250488281,0.5189744631449381,3.701011339823405,4.144668896993001,161.16227213541666
67506,71,28.75,51.25,1.2181841532389324,72.06849161783855,0.4454161723454793,4.179004351298015,4.793697357177734,148.0693359375
67507,72,28.75,51.25,1.4229021072387695,75.27028401692708,0.7341262499491373,4.7247311274210615,5.940338134765625,144.37211100260416
67508,73,28.75,51.25,1.1113869349161785,70.29688008626302,0.3319991429646809,4.249549547831218,5.176170984903972,147.4937540690104
67509,74,28.75,51.25,1.25662366549174,70.75084431966145,0.6451629400253296,4.9795271555582685,6.083884557088216,146.1339314778646
67510,75,28.75,51.25,1.1971524556477864,73.40263366699219,1.1585268179575603,6.0134633382161455,8.080218633015951,140.39557902018228
67511,76,28.75,51.25,1.527816931406657,62.863199869791664,1.0936664740244548,6.991820653279622,7.374844868977864,189.76009114583331
67512,77,28.75,51.25,1.354538917541504,74.27448018391927,0.8576827049255371,8.243359883626303,8.657969156901041,166.06351725260416
67513,78,28.75,51.25,1.6142533620198567,65.33236694335938,0.3605637550354004,6.126389821370442,7.30380121866862,163.95264689127603
67514,79,28.75,51.25,1.411424954732259,67.34622701009114,0.3999070723851521,5.452752431233724,5.854811986287435,148.8287556966146
67515,80,28.75,51.25,1.0814143816630046,64.95468139648438,0.234033187230428,3.5317630767822266,3.7436984380086265,149.64553833007812
67516,81,28.75,51.25,0.8687429428100586,69.67728678385417,0.4350645939509074,4.693935076395671,4.821311950683594,141.15766398111978
67517,82,28.75,51.25,1.0457674662272136,70.44053141276042,0.3908123175303141,3.746301651000977,4.758788426717122,137.8905029296875
67518,83,28.75,51.25,1.2494874795277913,79.27052815755208,0.6412109136581421,5.762778600056966,7.237996419270833,141.430908203125
67519,84,28.75,51.25,1.3369301160176594,73.57546488444011,1.283741474151611,4.784264882405599,5.655703862508138,152.59197998046875
67520,85,28.75,51.25,1.3553670247395833,68.98240661621094,0.5944500764211019,5.20828374226888,6.175693511962891,143.49821980794272
67521,86,28.75,51.25,1.083708683649699,71.66912841796875,0.4204329252243042,4.602368354797363,5.583371480305989,136.49036661783853
67522,87,28.75,51.25,1.341058572133382,69.76629130045573,0.9985879262288412,4.559482574462891,4.921424865722656,150.0410359700521
67523,88,28.75,51.25,1.5536619822184246,66.68775431315105,0.4517135222752889,4.899373690287272,5.5830504099528,142.4210001627604
67524,89,28.75,51.25,1.6216115951538086,65.99942016601562,0.2699926892916361,4.612093289693196,5.060558636983235,142.140380859375
67525,90,28.75,51.25,0.9811936219533284,66.43654886881511,0.303472896416982,4.737849235534668,5.025386810302734,146.51126098632812
67526,91,28.75,51.25,1.1247607072194417,59.77784729003906,0.40595809618632,3.849778175354004,4.077810287475586,140.33062744140625
67527,92,28.75,51.25,1.0428382555643718,59.25801086425781,0.4860016902287801,4.405333518981934,5.348131815592448,119.6968282063802
67896,1,28.75,50.75,2.4953630765279136,50.17413330078125,0.3350765705108642,4.017212549845378,4.594545682271321,169.2350056966146
67897,2,28.75,50.75,2.8922506968180337,55.23104349772135,0.8871434529622396,9.580757776896158,11.701760609944662,182.61771647135416
67898,3,28.75,50.75,2.228117307027181,60.23713684082031,0.7557546297709147,6.391943613688151,9.085796356201172,172.847412109375
67899,4,28.75,50.75,5.932477315266927,48.196685791015625,4.330620129903157,27.09765370686849,31.05127207438151,276.45229085286456
67900,5,28.75,50.75,3.0728460947672525,53.367024739583336,0.827069362004598,8.757637023925781,10.7195192972819,195.75164794921875
67901,6,28.75,50.75,1.4802069664001465,74.03057352701823,0.9862800439198812,3.62484614054362,4.250071843465169,172.75301106770834
67902,7,28.75,50.75,3.4312572479248047,66.86103820800781,2.277320226033529,9.09347152709961,11.196599324544271,194.2098592122396
67903,8,28.75,50.75,1.7088966369628906,72.71208190917969,0.7503888607025146,4.247431755065918,5.563296000162761,157.84736124674478
67904,9,28.75,50.75,1.4660576184590657,68.88561503092448,0.6807130177815756,4.017225901285808,4.872476259867351,174.6754353841146
67905,10,28.75,50.75,1.6017133394877117,71.99582417805989,0.8131024837493896,6.181898752848308,7.733392715454102,174.62457275390625
