,time,lon,lat,no2,o3,so2,pm2.5,pm10,co,tmax,tmin,hum,opady,tysk,wind
15922,7,24.75,51.25,4.390912373860677,64.07985432942708,3.066247940063477,10.514365514119469,15.015804290771484,204.9555053710937,3.48,-3.35,84.0,0.61,99.42,6.61
15923,8,24.75,51.25,2.718249956766764,72.69067891438802,1.1753822962443037,4.978911717732747,7.035516103108724,170.10030110677084,1.4,-3.02,81.53,0.7,99.27,4.03
15924,9,24.75,51.25,2.6011786460876465,69.70256042480469,1.276702086130778,6.018003463745117,7.39909299214681,188.2529500325521,-0.81,-5.82,79.56,0.14,99.93,1.92
15925,10,24.75,51.25,3.175421396891276,66.59681193033855,2.0442007382710776,8.968670527140299,11.578961690266928,189.7327677408854,0.63,-6.78,81.58,0.17,100.02,1.96
15926,11,24.75,51.25,3.188102086385092,61.61485799153646,2.695204734802246,13.269142150878906,16.563092549641926,210.9032185872396,2.22,-5.41,83.66,1.27,99.58,4.03
15927,12,24.75,51.25,6.73021952311198,59.64648946126302,2.853355089823405,13.69638442993164,18.261458079020183,229.0208740234375,2.63,-0.8,94.7,6.41,98.33,4.53
15928,13,24.75,51.25,5.518511454264323,56.88300577799479,2.6962242126464844,11.849698384602863,15.065600077311196,225.012939453125,8.06,-1.23,90.09,0.46,98.62,4.09
15929,14,24.75,51.25,3.0873193740844727,68.73374938964844,2.390232721964518,8.28454335530599,11.07220713297526,196.52001953125,7.01,-0.04,92.05,2.72,98.19,3.75
15930,15,24.75,51.25,4.043821970621745,52.2604726155599,1.7029056549072266,9.406417846679688,12.681991577148438,231.8436889648437,7.42,-1.19,85.15,0.11,98.59,1.87
15931,16,24.75,51.25,1.5753798484802246,67.49984741210938,0.6981817881266276,5.647928237915039,6.694053014119466,191.4793904622396,2.38,-0.43,94.29,6.01,98.57,4.07
15932,17,24.75,51.25,1.7544180552164714,66.85768127441406,0.6629766225814819,5.873202641805013,6.413004557291667,180.54803466796875,3.14,-1.08,91.4,1.66,98.85,4.67
15933,18,24.75,51.25,2.2017380396525064,62.78501892089844,1.2565640608469646,6.4161802927653,7.692445119222005,201.80338541666663,3.6,-3.6,83.46,0.09,99.28,3.28
15934,19,24.75,51.25,4.17900021870931,54.10899353027344,2.081570625305176,10.40608024597168,12.959402720133465,225.04024251302084,2.46,-4.15,81.59,0.62,99.31,1.52
15935,20,24.75,51.25,3.355165163675944,55.87350463867188,1.002074082692464,9.150323232014976,10.04081662495931,227.1212158203125,1.83,-3.87,83.81,0.21,99.8,2.5
15936,21,24.75,51.25,5.313313802083333,62.54219563802084,3.704728444417318,11.720380147298178,14.378459930419922,242.6481730143229,2.34,-4.86,75.7,1.62,99.01,4.44
15937,22,24.75,51.25,2.9964383443196616,70.1889139811198,1.3583194414774578,5.897493362426758,7.309816996256511,187.36993408203125,2.79,-2.06,80.11,1.99,98.82,3.64
15938,23,24.75,51.25,2.281813621520996,75.48838297526042,1.0307056903839111,5.039345105489095,5.969202041625977,176.29854329427084,3.71,-3.67,81.38,1.07,99.33,3.09
15939,24,24.75,51.25,2.81040891011556,73.72554016113281,1.288938045501709,6.070905685424805,7.638440450032552,173.55794270833334,5.36,-4.14,70.63,0.0,99.93,1.63
15940,25,24.75,51.25,4.998875300089519,62.20087178548177,2.091278394063314,16.088403065999348,20.50287628173828,211.9182535807292,7.94,-2.59,81.49,0.05,99.88,1.74
15941,26,24.75,51.25,5.170018513997396,55.171234130859375,3.7356557846069336,27.1031494140625,33.118631998697914,237.4102579752604,9.85,-1.12,79.47,0.01,100.11,0.85
15942,27,24.75,51.25,3.4528271357218423,72.18101501464844,5.305556297302246,36.25188954671224,41.67767079671224,263.69464111328125,13.14,-1.66,84.43,0.09,100.01,2.54
15943,28,24.75,51.25,4.228985786437988,61.63959757486979,2.0280346870422363,11.252611796061196,12.908440907796225,208.9758504231771,7.0,-0.64,91.48,4.78,100.4,3.09
15944,29,24.75,51.25,4.469242413838704,63.59752909342448,3.003883679707845,16.866654713948567,21.531160990397137,229.0357869466146,10.99,-0.93,79.86,0.21,100.82,1.62
15945,30,24.75,51.25,7.537859598795573,43.51131693522135,2.083756605784098,21.40272521972656,25.37012227376302,272.25946044921875,12.3,3.86,93.82,0.76,100.68,2.01
15946,31,24.75,51.25,5.611302693684896,51.30900573730469,3.006862004597982,17.483187357584637,22.01442464192708,216.1219482421875,16.9,6.99,89.85,0.23,100.21,2.34
15947,32,24.75,51.25,4.690338452657064,64.09169006347656,4.616860707600911,23.69420115152995,30.97705078125,246.5662638346354,19.47,5.5,84.82,1.09,99.15,2.5
15948,33,24.75,51.25,1.7061746915181475,66.85582478841145,0.9359625180562338,4.256649335225423,5.363016128540039,169.00674438476562,9.95,0.73,73.08,1.32,99.0,3.84
15949,34,24.75,51.25,2.562527338663737,59.76582336425781,1.5182600021362305,7.008366902669271,8.630130132039389,192.5009765625,6.76,-0.02,79.95,0.81,99.04,2.1
15950,35,24.75,51.25,2.088094552357992,60.31180826822917,0.9731984933217368,4.743557929992676,5.531476338704427,173.5425008138021,6.46,-1.56,82.25,0.2,99.48,2.54
15951,36,24.75,51.25,3.1415328979492188,71.46781412760417,3.242767333984375,8.566533406575521,10.710692087809244,192.51629638671875,11.85,-2.33,73.74,0.35,98.27,4.71
15952,37,24.75,51.25,4.121640523274739,58.08760579427084,2.318332036336263,6.840298970540364,8.197813034057617,185.01029459635416,5.61,-2.08,82.72,2.24,98.1,2.89
15953,38,24.75,51.25,5.1788380940755205,59.255594889322914,3.040471712748209,11.289761861165363,14.982994079589844,215.015380859375,5.04,-3.2,79.08,0.46,98.38,3.01
15954,39,24.75,51.25,6.547327041625977,56.049407958984375,3.041187604268392,9.56204096476237,11.73932647705078,224.2696533203125,5.83,-1.86,79.89,0.66,99.24,4.31
15955,40,24.75,51.25,3.9981298446655273,65.32093302408855,2.3361037572224936,10.343642552693684,13.069557189941406,210.0808512369792,9.8,-0.96,75.89,0.03,100.1,3.76
15956,41,24.75,51.25,2.2480738957722983,82.10218302408855,2.692753156026205,11.415077209472656,13.606829325358072,191.3027140299479,16.11,0.65,70.28,0.0,99.77,3.99
15957,42,24.75,51.25,1.9437154134114585,82.78686014811198,2.8182315826416016,11.849657694498696,14.595170338948568,181.76519775390625,17.74,2.57,70.13,0.0,100.02,4.34
15958,43,24.75,51.25,2.0554660161336265,77.06408182779948,1.981816291809082,12.08417510986328,15.118699391682943,175.5616251627604,18.57,3.94,70.56,0.04,99.77,3.21
15959,44,24.75,51.25,3.233859380086263,54.98273722330729,2.275418281555176,14.44130833943685,17.478729248046875,212.5071614583333,14.52,4.5,83.79,1.01,99.54,2.84
15960,45,24.75,51.25,2.763799031575521,51.92270914713541,0.938385009765625,4.6738535563151045,5.02001412709554,184.2236328125,6.09,2.41,92.84,6.4,99.27,3.68
15961,46,24.75,51.25,3.4148152669270835,47.954620361328125,0.8960307439168295,7.345312118530273,8.551908493041992,208.40399169921875,9.7,1.22,88.45,7.8,99.26,2.58
15962,47,24.75,51.25,3.9917049407958975,38.46709696451823,0.8952276706695557,6.129365921020508,6.764453252156575,206.79315185546875,8.5,3.03,93.34,9.03,98.98,2.07
15963,48,24.75,51.25,5.9309946695963545,34.80487569173177,1.581408977508545,10.646584828694662,12.10399373372396,244.0877482096354,10.96,3.53,89.52,2.0,99.52,1.56
15964,49,24.75,51.25,3.5604063669840493,51.28223673502604,0.9422509670257568,11.66204579671224,13.606897989908854,213.0371907552084,14.36,4.09,82.82,1.35,99.65,1.29
15965,50,24.75,51.25,1.2625234921773274,65.47955830891927,0.9330857594807944,7.651049931844075,8.909198760986328,186.0815226236979,13.63,4.61,83.41,1.0,99.52,3.18
15966,51,24.75,51.25,2.0671534538269043,59.11041259765625,1.0001510779062908,9.131752649943031,10.767215728759766,186.33465576171875,11.09,3.97,88.32,2.0,99.14,1.87
15967,52,24.75,51.25,3.116370519002279,73.8261210123698,3.1958624521891275,13.00213877360026,15.870259602864584,212.6128743489584,13.61,3.92,85.5,2.5,98.97,2.57
15968,53,24.75,51.25,4.144144694010417,71.70684305826823,3.959093729654948,14.28039296468099,17.042022705078125,214.4043782552084,13.19,2.26,82.39,2.61,99.17,3.49
15969,54,24.75,51.25,3.270029067993164,70.25860595703125,2.3067992528279624,6.897094090779622,9.436216354370115,177.69384765625,8.13,-0.24,76.14,0.19,99.66,3.78
15970,55,24.75,51.25,2.9946982065836587,70.18577575683594,2.066286245981852,6.7263031005859375,8.442476272583008,177.52567545572916,8.3,0.22,74.41,0.12,99.86,3.45
15971,56,24.75,51.25,2.0360180536905923,65.90989176432292,1.0288161436716716,5.194183985392253,5.973789215087891,159.20175170898438,8.99,0.17,69.09,0.1,99.64,2.39
15972,57,24.75,51.25,2.587510585784912,61.21896362304688,1.2717092831929524,6.2481943766276045,7.63642692565918,173.1548868815104,6.06,-2.0,75.01,0.73,99.56,2.43
15973,58,24.75,51.25,2.860259691874186,63.90514119466146,1.783273696899414,8.146419525146484,10.293688456217447,183.94478352864584,7.69,-2.38,67.4,0.13,99.49,1.74
15974,59,24.75,51.25,2.0507736206054688,74.5955301920573,1.4419740041097004,7.204900105794271,9.455869674682615,177.78694661458334,13.2,-1.8,63.92,0.0,99.48,2.74
15975,60,24.75,51.25,2.590773264567057,62.396708170572914,1.7872371673583984,11.742613474527994,14.240965525309244,192.53995768229169,16.01,1.67,86.82,0.96,98.94,3.57
15976,61,24.75,51.25,3.1694005330403647,69.64011637369792,3.072274843851725,15.668570200602211,18.87399927775065,197.8215738932292,17.11,6.09,84.68,2.0,98.71,2.89
15977,62,24.75,51.25,2.338709513346354,77.44097900390625,1.7626099586486816,14.750324249267578,17.05343246459961,214.5497029622396,17.24,4.13,86.36,3.53,99.1,1.66
15978,63,24.75,51.25,2.1499457359313965,64.09915161132812,1.3420284589131672,8.677642186482748,10.86117172241211,165.5715535481771,19.61,5.17,87.72,6.98,98.29,4.17
15979,64,24.75,51.25,2.319627285003662,80.88653564453125,1.8520431518554688,4.155881881713867,4.519258499145508,176.2120564778646,9.55,3.8,72.64,0.22,98.94,6.53
15980,65,24.75,51.25,2.923727035522461,84.56134033203125,2.104504426320394,6.951999664306641,8.366584142049154,167.70767211914062,13.22,2.78,72.67,0.1,99.16,3.89
15981,66,24.75,51.25,2.2378692626953125,88.64600626627605,1.8257795969645183,7.161237716674805,8.359530766805014,172.3640340169271,19.85,7.01,68.38,4.55,98.21,4.59
15982,67,24.75,51.25,3.095956802368164,82.00126647949219,2.6287403106689453,4.674940427144368,6.772013346354167,176.3922119140625,13.35,5.24,70.18,1.27,98.67,4.41
15983,68,24.75,51.25,4.133356094360352,68.46331787109375,2.5013415018717446,5.576180775960286,6.511974970499675,169.3691609700521,14.47,5.36,83.09,2.51,98.52,3.55
15984,69,24.75,51.25,2.990473429361979,69.06430562337239,1.447998841603597,5.714408238728841,6.25547981262207,189.0183512369792,9.09,2.7,81.6,2.17,99.36,4.0
15985,70,24.75,51.25,2.5678253173828125,76.27752685546875,2.46329657236735,8.054396947224935,9.809011459350586,177.0956013997396,16.3,0.32,69.81,0.0,100.05,1.72
15986,71,24.75,51.25,2.018490155537924,78.9589335123698,1.2576014995574951,6.211036046346028,6.800876617431641,159.05387369791666,21.4,5.21,71.08,0.0,99.94,3.55
15987,72,24.75,51.25,1.7404308319091797,80.18179321289062,1.5008668899536133,6.634525934855144,7.246040344238281,151.75691731770834,21.46,7.61,69.37,0.0,99.71,3.96
15988,73,24.75,51.25,1.6234520276387532,74.44186909993489,1.284185568491618,6.002876917521159,9.690476099650065,153.41620890299478,20.3,9.29,72.54,0.01,99.13,4.41
15989,74,24.75,51.25,2.116368611653646,65.44322204589844,0.7307976086934408,5.434240341186523,7.265179951985677,153.88720703125,17.0,6.5,80.19,2.02,98.27,3.24
15990,75,24.75,51.25,2.72798220316569,61.78887939453125,1.931039492289225,6.321551005045573,7.644093831380208,163.27815755208334,19.44,9.48,83.62,3.29,98.14,2.95
15991,76,24.75,51.25,3.322349230448405,69.77725728352864,2.226955572764078,9.391209920247396,10.738608042399088,194.47701009114584,18.65,9.88,80.55,0.81,98.68,2.4
15992,77,24.75,51.25,2.0162957509358725,70.74317423502605,1.3132665952046711,7.839308420817058,8.960286458333334,159.22481282552084,20.54,9.34,81.88,5.07,98.61,2.69
15993,78,24.75,51.25,2.5575830141703286,68.44120279947917,1.881326675415039,6.3237260182698565,7.032151540120442,170.76568603515625,20.0,10.96,77.18,2.33,98.32,1.64
15994,79,24.75,51.25,2.071530818939209,55.74165344238281,0.7456678549448649,5.320966084798177,5.999203364054362,183.50797526041663,18.58,11.61,82.29,5.02,98.01,2.43
15995,80,24.75,51.25,2.249765078226725,67.78285217285156,1.1520473162333171,6.36817995707194,7.300445556640625,173.3000284830729,15.47,10.06,82.39,1.11,98.54,3.82
15996,81,24.75,51.25,1.9566051165262857,75.47280883789062,0.8024861812591553,5.432572682698567,6.475372950236003,165.1611328125,17.22,8.07,74.84,0.22,98.9,3.97
15997,82,24.75,51.25,2.4663453102111816,79.2681376139323,1.8517497380574544,6.82707150777181,8.78900400797526,167.28258260091147,17.21,6.62,73.71,0.32,99.24,2.55
15998,83,24.75,51.25,2.4863996505737305,80.27041117350261,1.8862439791361487,6.482510248819987,7.11772092183431,165.85845947265625,20.81,9.24,78.99,5.27,98.87,4.51
15999,84,24.75,51.25,2.484334627787272,71.51941426595052,2.1024252573649087,5.287139256795247,7.111700693766276,160.06702677408853,17.8,7.36,76.39,1.35,99.25,3.03
16000,85,24.75,51.25,2.131857713063558,71.48342895507812,1.3823105494181316,6.361107508341472,7.6794859568278,159.52559407552084,19.53,8.93,72.78,0.29,99.94,1.96
16001,86,24.75,51.25,2.118097941080729,71.03203837076823,1.1330161094665527,6.479498545328776,7.642645517985026,142.4552205403646,22.68,11.53,80.94,6.52,99.34,3.76
16002,87,24.75,51.25,2.962237993876139,71.10389200846355,3.0441869099934897,5.830991744995117,7.69070561726888,162.47034708658853,19.33,9.53,69.05,0.08,99.63,3.02
16003,88,24.75,51.25,2.228075822194417,75.53942362467448,2.0355416933695474,6.246116002400716,7.882411956787109,137.64933268229166,21.31,8.66,67.18,0.01,99.36,2.38
16004,89,24.75,51.25,2.430281480153402,71.94381205240886,1.2260456879933674,5.584163665771484,6.367367426554362,155.9878133138021,15.91,10.48,80.64,3.57,99.47,2.19
16005,90,24.75,51.25,1.9066673914591472,67.20782979329427,1.2844552993774414,7.403872172037761,8.421681722005209,158.41958618164062,16.64,8.15,79.11,1.75,99.42,2.32
16006,91,24.75,51.25,1.4330759048461914,58.6455332438151,0.493777592976888,3.7349828084309897,3.91729482014974,149.8668416341146,14.56,9.59,89.96,10.26,99.49,3.59
16007,92,24.75,51.25,1.335099697113037,55.89631652832031,0.4578369458516438,3.349604288736979,4.285094261169434,127.44256591796876,15.74,6.39,74.53,0.23,99.75,2.3
16376,1,24.75,50.75,4.202535629272461,47.11058553059896,1.1008414427439372,7.090108235677083,10.11699676513672,182.6147257486979,5.3,-0.4,92.29,0.55,100.6,2.98
16377,2,24.75,50.75,5.667873382568359,47.47803243001302,3.252475102742513,16.33372751871745,20.04309590657552,213.86309814453125,7.78,-0.62,90.62,0.15,100.52,4.51
16378,3,24.75,50.75,6.379767735799153,41.93065643310547,2.1656052271525064,16.91309102376302,20.70287704467773,241.0383097330729,7.53,-1.87,90.1,0.13,100.29,2.02
16379,4,24.75,50.75,8.819227854410807,48.42937215169271,5.832899729410808,30.651652018229168,40.706146240234375,307.0257568359375,9.01,-0.57,91.14,0.25,98.89,4.44
16380,5,24.75,50.75,2.82830015818278,56.91032918294271,0.9609557787577312,8.169707616170248,11.240578969319662,190.4924112955729,1.74,-4.54,85.46,2.09,99.06,2.59
16381,6,24.75,50.75,4.377099355061849,64.62447102864583,2.2520527839660645,7.650705337524414,9.776711146036783,202.4716593424479,0.19,-4.81,83.02,0.23,100.06,3.39
16382,7,24.75,50.75,4.951158205668132,63.83381144205729,3.608353932698568,11.390975952148438,16.4333979288737,215.9413045247396,3.8,-3.87,82.91,0.31,99.25,6.32
16383,8,24.75,50.75,2.750812848409017,71.71326192220052,1.153101921081543,5.081298828125,7.0883331298828125,169.083740234375,1.39,-3.08,80.42,0.91,98.99,4.02
16384,9,24.75,50.75,2.770979881286621,69.04268900553386,1.080229918162028,6.221603393554688,7.583627700805664,193.91597493489584,-0.23,-4.71,80.38,0.2,99.6,2.13
16385,10,24.75,50.75,2.5527358055114746,68.07864888509114,1.7242339452107749,9.010750452677408,12.437694549560549,187.8651326497396,0.43,-5.39,81.61,0.37,99.66,2.44
16386,11,24.75,50.75,3.495350201924642,61.12528483072917,2.5750163396199546,12.944811503092447,16.299092610677082,215.83013916015625,2.52,-5.56,82.43,1.14,99.29,3.95
16387,12,24.75,50.75,5.965531667073567,61.17919921875,2.449643611907959,11.62543487548828,16.438348134358723,225.2529296875,2.4,-0.9,93.92,7.42,98.12,4.68
16388,13,24.75,50.75,4.845743179321289,57.40997314453125,2.8194993336995444,11.660483042399088,13.868885040283203,220.91849772135416,8.5,-1.31,87.42,0.21,98.4,4.14
16389,14,24.75,50.75,3.002284049987793,67.66375223795573,2.6703402201334634,10.242995580037435,12.645186106363932,191.21600341796875,6.08,-0.3,92.95,3.45,97.97,3.49
16390,15,24.75,50.75,3.977604548136393,51.12739054361979,1.8152626355489088,9.794373830159506,13.378331502278646,230.6844278971354,6.49,-1.25,87.05,0.4,98.27,1.99
16391,16,24.75,50.75,1.3572041193644206,64.44092814127605,0.5331427653630575,5.569448471069336,6.542484919230144,193.52069091796875,1.69,-0.37,95.38,8.28,98.18,4.34
16392,17,24.75,50.75,1.5323716799418132,66.8965555826823,0.3893892765045166,5.303101221720378,6.028307596842448,178.700927734375,2.39,-1.04,92.36,2.22,98.49,4.79
16393,18,24.75,50.75,1.461520512898763,63.45718892415365,1.0752099355061848,6.4887746175130205,7.9211069742838545,200.4991251627604,3.71,-3.78,82.93,0.16,98.96,3.42
16394,19,24.75,50.75,3.259211540222168,53.1762949625651,1.728931744893392,9.450571060180664,12.326136271158854,230.5413818359375,2.09,-4.49,80.67,0.38,99.01,1.44
16395,20,24.75,50.75,3.217562993367513,57.43626403808594,0.9348661104838052,9.382497151692707,10.329626083374023,231.97892252604169,1.96,-4.21,82.09,0.24,99.5,2.39
16396,21,24.75,50.75,4.62811279296875,63.69379679361979,4.0841490427653,13.181896209716797,16.26478449503581,249.54852294921875,3.49,-5.0,75.34,0.96,98.78,4.07
16397,22,24.75,50.75,2.5871885617574057,69.2227783203125,1.1900375684102376,5.459514617919922,7.159229278564453,191.52315266927084,3.12,-2.21,78.97,2.14,98.51,3.76
16398,23,24.75,50.75,1.9169475237528484,72.91756693522136,0.9920971393585204,5.498327255249023,6.742326736450195,181.8253173828125,3.53,-3.88,81.44,1.28,99.01,3.37
16399,24,24.75,50.75,1.5544182459513347,76.29257710774739,0.9117706616719564,5.345641454060872,7.325368245442708,168.8845418294271,5.3,-4.34,71.55,0.0,99.6,1.88
16400,25,24.75,50.75,3.0417041778564453,68.1103006998698,1.6334764162699382,13.164807637532553,18.1578369140625,198.6888224283854,8.48,-3.0,79.01,0.02,99.57,1.86
16401,26,24.75,50.75,5.339648564656575,53.42297871907552,3.900058110555013,29.26378122965495,38.43153635660807,278.3736165364583,9.74,-1.13,80.09,0.02,99.81,0.93
16402,27,24.75,50.75,2.9343957901000977,71.44505818684895,5.510135014851888,36.23397572835287,41.52073669433594,258.9743245442708,13.72,-1.78,83.67,0.03,99.72,2.36
16403,28,24.75,50.75,3.526691118876139,63.30792236328125,1.499271233876546,11.434412638346354,12.119833628336588,204.61368815104169,6.92,-1.1,91.09,6.28,100.12,3.2
16404,29,24.75,50.75,3.984777132670085,62.79593404134115,2.514044761657715,16.13188298543294,22.13976542154948,227.77813720703125,11.21,-1.56,78.76,0.08,100.54,1.6
16405,30,24.75,50.75,6.336727142333984,45.66578674316406,3.062349319458008,20.286158243815105,24.667882283528645,269.1394449869792,12.59,3.46,92.47,0.7,100.41,2.01
16406,31,24.75,50.75,5.664985656738281,47.71302795410156,2.4423025449117026,19.06726201375325,24.173695882161457,231.0531616210937,16.37,7.13,88.81,0.27,99.95,1.92
16407,32,24.75,50.75,4.054021199544271,62.31351725260416,4.844314893086751,24.45694732666016,30.041974385579422,247.7585245768229,19.37,5.59,84.17,0.82,98.88,2.54
16408,33,24.75,50.75,1.3719436327616374,68.42988586425781,0.9129326343536376,5.876239776611328,7.72236696879069,175.6375732421875,10.09,0.45,73.72,2.48,98.66,3.73
16409,34,24.75,50.75,2.178513844807943,62.63640848795573,1.364505608876546,6.911632537841797,8.799081166585287,188.46455891927084,7.74,0.18,76.56,0.39,98.73,2.31
16410,35,24.75,50.75,1.7575642267862956,60.90201822916666,0.9027422269185384,4.95496400197347,5.657445907592773,172.4462687174479,7.09,-1.61,81.19,0.28,99.18,2.61
16411,36,24.75,50.75,2.386080265045166,70.31230163574219,2.8651247024536133,8.127768198649088,10.323872248331703,182.4151407877604,11.67,-2.44,72.73,0.08,98.07,4.55
16412,37,24.75,50.75,3.19767983754476,63.0339609781901,1.4231031735738118,5.965642929077148,8.324185689290365,179.65360514322916,5.29,-2.49,81.68,3.39,97.83,2.83
16413,38,24.75,50.75,4.707900683085124,59.06084696451823,2.6527331670125327,10.32006327311198,14.84777323404948,216.99137369791663,5.01,-3.71,77.99,0.48,98.12,3.09
16414,39,24.75,50.75,5.41563097635905,59.51990763346354,2.774599075317383,8.386006673177084,11.297818501790363,218.18463134765625,6.06,-2.5,78.49,0.47,99.02,4.16
16415,40,24.75,50.75,3.549051284790039,65.0383809407552,2.612798055013021,10.398787180582682,13.439313252766928,217.140869140625,9.75,-1.17,75.38,0.02,99.87,3.66
16416,41,24.75,50.75,1.9709367752075195,81.12887064615886,4.212319056193034,11.096349080403646,14.137528737386068,182.7716064453125,16.02,0.07,69.26,0.0,99.54,3.91
16417,42,24.75,50.75,1.6136980056762695,80.63125610351562,2.310569445292155,11.67685317993164,14.63058853149414,181.0569661458333,17.83,2.34,67.68,0.0,99.74,4.14
16418,43,24.75,50.75,1.6930419603983562,75.86147054036458,1.966335932413737,12.420394897460938,16.266951243082683,172.3235066731771,18.91,3.68,69.03,0.03,99.47,2.92
16419,44,24.75,50.75,3.004143079121908,54.78046671549479,2.476820627848307,14.955923716227211,17.555254618326824,214.0560302734375,14.16,4.36,83.26,1.1,99.23,2.97
16420,45,24.75,50.75,2.3073840141296387,50.85162862141927,0.8860891660054525,4.973986943562825,5.657266616821289,189.6854451497396,5.86,1.64,92.34,5.79,98.94,3.46
16421,46,24.75,50.75,3.532314936319987,52.72305806477865,0.922889232635498,8.309758504231771,8.675448099772135,182.97086588541663,9.21,0.78,86.38,4.2,98.99,2.82
16422,47,24.75,50.75,7.068569819132487,34.19908650716146,1.2670269012451172,6.342183430989583,7.18697992960612,207.6400349934896,6.11,0.95,93.6,8.68,98.75,3.32
16423,48,24.75,50.75,6.525780995686849,36.514879862467446,1.9767322540283203,10.507465362548828,12.00415293375651,217.67110188802084,9.06,1.74,91.22,1.15,99.26,2.26
16424,49,24.75,50.75,2.834458033243815,52.44782002766927,1.4939780235290527,11.016586303710938,12.634212493896484,210.3407999674479,13.92,2.23,80.76,0.68,99.34,1.2
16425,50,24.75,50.75,1.2939039866129558,60.74964396158854,1.0048612753550212,8.995721181233725,9.661336263020834,188.7033894856771,13.71,5.15,83.31,1.46,99.15,3.11
16426,51,24.75,50.75,1.3896271387736003,59.68717447916666,0.8562631607055664,8.776171366373697,10.2266419728597,188.7018025716146,10.98,3.57,87.25,2.04,98.8,1.93
16427,52,24.75,50.75,3.119093894958496,70.32798767089844,2.7638632456461587,12.817818959554035,15.038987477620443,200.8530069986979,13.46,4.6,85.38,1.83,98.73,2.54
16428,53,24.75,50.75,3.6852544148763022,71.42469787597656,3.1912221908569336,13.564674377441406,17.110637664794922,217.46075439453125,13.51,2.64,83.05,3.8,98.92,3.45
16429,54,24.75,50.75,3.156847635904948,69.10636393229167,2.2818094889322915,7.955625534057617,11.34600830078125,179.85162353515625,8.63,-0.66,74.12,0.17,99.41,3.54
16430,55,24.75,50.75,2.9731884002685547,71.13411458333333,2.1505885124206543,7.11570930480957,8.951868693033854,170.3895263671875,8.98,0.54,72.66,0.1,99.6,3.44
16431,56,24.75,50.75,2.3501672744750977,65.77598063151042,1.5262009302775066,7.507567723592122,10.090806325276692,178.6781005859375,9.79,0.86,71.49,0.31,99.33,2.29
16432,57,24.75,50.75,2.2519078254699707,64.79705810546875,1.614773432413737,7.106831868489583,8.548444112141928,176.59358723958334,6.75,-1.83,73.6,0.73,99.27,2.41
16433,58,24.75,50.75,2.5138635635375977,66.20337422688802,2.0018105506896973,10.347926457722982,13.229317982991535,184.1972452799479,7.93,-1.41,62.98,0.07,99.19,1.53
16434,59,24.75,50.75,1.5819689432779949,74.39152018229167,1.2106023629506428,8.080907821655273,10.53577677408854,176.79508463541666,13.39,-2.67,65.32,0.0,99.16,2.98
16435,60,24.75,50.75,2.5175271034240723,59.0715586344401,1.8006582260131836,11.832310994466146,14.584829966227211,189.2473551432292,15.67,1.69,87.28,1.04,98.66,3.46
16436,61,24.75,50.75,2.679318110148112,62.51601155598959,2.400479316711426,14.038992563883465,17.165929158528645,204.60856119791663,17.82,6.53,84.26,1.53,98.46,2.91
16437,62,24.75,50.75,2.3420141537984214,72.04608154296875,1.872910022735596,14.510052998860678,17.12964121500651,219.55875651041663,18.38,5.35,82.74,3.64,98.77,1.65
16438,63,24.75,50.75,2.236813227335612,61.80034383138021,1.4815629323323567,8.964920043945312,11.802393595377604,166.70841471354166,20.77,5.91,85.59,5.41,98.01,3.96
16439,64,24.75,50.75,2.3604634602864585,80.3413594563802,1.720118522644043,4.507998784383138,4.797353426615397,167.81868489583334,10.07,3.81,70.66,0.18,98.75,5.93
16440,65,24.75,50.75,2.639728387196859,82.75897216796875,2.920832633972168,7.2334136962890625,8.55088742574056,158.7776896158854,13.81,2.22,71.2,0.04,98.94,3.73
16441,66,24.75,50.75,2.079682191212972,88.16492716471355,3.12333615620931,7.221836090087891,8.58311653137207,164.08868408203125,19.96,6.21,67.79,3.77,97.99,4.44
16442,67,24.75,50.75,2.7456175486246743,77.62890625,2.733680089314779,5.091452280680339,6.538560231526692,172.4073282877604,13.29,5.19,70.67,0.8,98.45,4.1
16443,68,24.75,50.75,3.252254803975424,68.68616739908855,2.08608611424764,5.300867080688477,5.8836212158203125,161.92215983072916,15.44,5.23,79.52,2.73,98.27,3.68
16444,69,24.75,50.75,3.208290100097656,72.40240478515625,1.6352108319600422,5.506416320800781,6.251524607340495,192.5289510091146,9.4,2.6,80.01,2.38,99.1,4.03
16445,70,24.75,50.75,2.5485242207845054,72.70370483398438,2.314716180165609,7.17642339070638,9.957508087158203,172.680419921875,16.58,0.35,69.8,0.0,99.76,1.64
16446,71,24.75,50.75,1.5994421641031902,75.62942504882812,1.000039259592692,6.072020848592122,6.783468882242839,155.28337605794272,21.47,5.14,70.28,0.0,99.64,3.32
16447,72,24.75,50.75,1.6161815325419109,79.85925801595052,1.2009326616923015,6.600315093994141,6.937314987182617,148.17816162109375,21.65,7.46,68.41,0.0,99.38,3.83
16448,73,24.75,50.75,1.4536630312601726,73.86201477050781,0.7057991027832031,5.9923655192057295,9.107892990112305,151.7249755859375,20.56,8.96,72.05,0.03,98.78,4.39
16449,74,24.75,50.75,1.684688409169515,65.96898396809895,0.7770491441090902,5.387404759724935,6.910963694254558,152.08963012695312,16.25,5.88,83.98,2.6,97.96,3.36
16450,75,24.75,50.75,2.266859690348307,63.33123270670573,2.068539619445801,6.312723795572917,7.378649393717448,158.43001302083334,19.17,9.24,83.39,2.58,97.88,2.88
